"","Country","Year","Indicator","RCode","Region","CCode","Male","Female","Both_Sexes"
"536","Grenada",2019,"Life expectancy at birth (years)","AMR","Americas","GRD",70.63,75.33,72.88
"537","Guatemala",2000,"Life expectancy at age 60 (years)","AMR","Americas","GTM",18.1,20.12,19.11
"538","Guatemala",2000,"Life expectancy at birth (years)","AMR","Americas","GTM",63.32,70.27,66.78
"539","Guatemala",2010,"Life expectancy at age 60 (years)","AMR","Americas","GTM",18.55,20.49,19.55
"540","Guatemala",2010,"Life expectancy at birth (years)","AMR","Americas","GTM",65.82,72.77,69.3
"541","Guatemala",2015,"Life expectancy at age 60 (years)","AMR","Americas","GTM",18.81,20.81,19.85
"542","Guatemala",2015,"Life expectancy at birth (years)","AMR","Americas","GTM",67.85,74.01,70.95
"543","Guatemala",2019,"Life expectancy at age 60 (years)","AMR","Americas","GTM",19.4,21.43,20.47
"544","Guatemala",2019,"Life expectancy at birth (years)","AMR","Americas","GTM",68.95,75.04,72.02
"545","Guinea",2000,"Life expectancy at age 60 (years)","AFR","Africa","GIN",14.97,16.26,15.69
"546","Guinea",2000,"Life expectancy at birth (years)","AFR","Africa","GIN",53.1,55.3,54.26
"547","Guinea",2010,"Life expectancy at age 60 (years)","AFR","Africa","GIN",14.72,16.59,15.79
"548","Guinea",2010,"Life expectancy at birth (years)","AFR","Africa","GIN",56.65,59.26,58.07
"549","Guinea",2015,"Life expectancy at age 60 (years)","AFR","Africa","GIN",14.85,16.62,15.89
"550","Guinea",2015,"Life expectancy at birth (years)","AFR","Africa","GIN",57.28,60.07,58.81
"551","Guinea",2019,"Life expectancy at age 60 (years)","AFR","Africa","GIN",15.62,17.16,16.54
"552","Guinea",2019,"Life expectancy at birth (years)","AFR","Africa","GIN",59.48,62.25,61.01
"553","Guinea-Bissau",2000,"Life expectancy at age 60 (years)","AFR","Africa","GNB",12.08,15.38,13.83
"554","Guinea-Bissau",2000,"Life expectancy at birth (years)","AFR","Africa","GNB",47.77,52.76,50.28
"555","Guinea-Bissau",2010,"Life expectancy at age 60 (years)","AFR","Africa","GNB",12.87,15.96,14.59
"556","Guinea-Bissau",2010,"Life expectancy at birth (years)","AFR","Africa","GNB",53.05,57.68,55.43
"557","Guinea-Bissau",2015,"Life expectancy at age 60 (years)","AFR","Africa","GNB",13.36,16.32,15.03
"558","Guinea-Bissau",2015,"Life expectancy at birth (years)","AFR","Africa","GNB",55.53,60.81,58.23
"559","Guinea-Bissau",2019,"Life expectancy at age 60 (years)","AFR","Africa","GNB",13.92,16.72,15.5
"560","Guinea-Bissau",2019,"Life expectancy at birth (years)","AFR","Africa","GNB",57.36,62.98,60.22
"561","Guyana",2000,"Life expectancy at age 60 (years)","AMR","Americas","GUY",14.61,17.29,15.93
"562","Guyana",2000,"Life expectancy at birth (years)","AMR","Americas","GUY",59.81,66.51,62.96
"563","Guyana",2010,"Life expectancy at age 60 (years)","AMR","Americas","GUY",14.8,17.56,16.17
"564","Guyana",2010,"Life expectancy at birth (years)","AMR","Americas","GUY",61.63,68.23,64.77
"565","Guyana",2015,"Life expectancy at age 60 (years)","AMR","Americas","GUY",15.19,18.03,16.61
"566","Guyana",2015,"Life expectancy at birth (years)","AMR","Americas","GUY",62.31,69.22,65.59
"567","Guyana",2019,"Life expectancy at age 60 (years)","AMR","Americas","GUY",15.1,18.1,16.55
"568","Guyana",2019,"Life expectancy at birth (years)","AMR","Americas","GUY",62.45,69.39,65.69
"569","Haiti",2000,"Life expectancy at age 60 (years)","AMR","Americas","HTI",15.59,15.92,15.77
"570","Haiti",2000,"Life expectancy at birth (years)","AMR","Americas","HTI",56.97,57.18,57.05
"571","Haiti",2010,"Life expectancy at age 60 (years)","AMR","Americas","HTI",10.86,12.01,11.46
"572","Haiti",2010,"Life expectancy at birth (years)","AMR","Americas","HTI",27.97,35.37,31.28
"573","Haiti",2015,"Life expectancy at age 60 (years)","AMR","Americas","HTI",16.25,16.66,16.47
"574","Haiti",2015,"Life expectancy at birth (years)","AMR","Americas","HTI",62.09,63.13,62.61
"575","Haiti",2019,"Life expectancy at age 60 (years)","AMR","Americas","HTI",16.5,17.01,16.77
"576","Haiti",2019,"Life expectancy at birth (years)","AMR","Americas","HTI",63.34,64.76,64.05
"577","Honduras",2000,"Life expectancy at age 60 (years)","AMR","Americas","HND",19.62,19.56,19.55
"578","Honduras",2000,"Life expectancy at birth (years)","AMR","Americas","HND",69.1,71.02,70.04
"579","Honduras",2010,"Life expectancy at age 60 (years)","AMR","Americas","HND",18.69,19.07,18.86
"580","Honduras",2010,"Life expectancy at birth (years)","AMR","Americas","HND",70.24,72.11,71.15
"581","Honduras",2015,"Life expectancy at age 60 (years)","AMR","Americas","HND",17.04,18.65,17.87
"582","Honduras",2015,"Life expectancy at birth (years)","AMR","Americas","HND",67.57,72.13,69.82
"583","Honduras",2019,"Life expectancy at age 60 (years)","AMR","Americas","HND",17.54,19.08,18.35
"584","Honduras",2019,"Life expectancy at birth (years)","AMR","Americas","HND",70.67,73.16,71.94
"585","Hungary",2000,"Life expectancy at age 60 (years)","EUR","Europe","HUN",15.31,20.12,17.96
"586","Hungary",2000,"Life expectancy at birth (years)","EUR","Europe","HUN",67.07,75.63,71.34
"587","Hungary",2010,"Life expectancy at age 60 (years)","EUR","Europe","HUN",16.98,21.81,19.67
"588","Hungary",2010,"Life expectancy at birth (years)","EUR","Europe","HUN",70.63,78.35,74.58
"589","Hungary",2015,"Life expectancy at age 60 (years)","EUR","Europe","HUN",17.44,21.86,19.9
"590","Hungary",2015,"Life expectancy at birth (years)","EUR","Europe","HUN",72.16,78.73,75.57
"591","Hungary",2019,"Life expectancy at age 60 (years)","EUR","Europe","HUN",17.72,22.27,20.22
"592","Hungary",2019,"Life expectancy at birth (years)","EUR","Europe","HUN",73.09,79.59,76.44
"593","Iceland",2000,"Life expectancy at age 60 (years)","EUR","Europe","ISL",21.18,23.97,22.62
"594","Iceland",2000,"Life expectancy at birth (years)","EUR","Europe","ISL",77.74,81.64,79.7
"595","Iceland",2010,"Life expectancy at age 60 (years)","EUR","Europe","ISL",22.73,25.02,23.91
"596","Iceland",2010,"Life expectancy at birth (years)","EUR","Europe","ISL",80.02,83.34,81.68
"597","Iceland",2015,"Life expectancy at age 60 (years)","EUR","Europe","ISL",23.45,25.29,24.41
"598","Iceland",2015,"Life expectancy at birth (years)","EUR","Europe","ISL",80.69,83.56,82.14
"599","Iceland",2019,"Life expectancy at age 60 (years)","EUR","Europe","ISL",23.71,25.54,24.64
"600","Iceland",2019,"Life expectancy at birth (years)","EUR","Europe","ISL",80.81,83.87,82.33
"601","India",2000,"Life expectancy at age 60 (years)","SEAR","South-East Asia","IND",15.41,16.84,16.12
"602","India",2000,"Life expectancy at birth (years)","SEAR","South-East Asia","IND",61.34,62.92,62.11
"603","India",2010,"Life expectancy at age 60 (years)","SEAR","South-East Asia","IND",16.91,19.02,17.95
"604","India",2010,"Life expectancy at birth (years)","SEAR","South-East Asia","IND",65.69,68.94,67.23
"605","India",2015,"Life expectancy at age 60 (years)","SEAR","South-East Asia","IND",17.74,19.25,18.49
"606","India",2015,"Life expectancy at birth (years)","SEAR","South-East Asia","IND",68.11,70.62,69.31
"607","India",2019,"Life expectancy at age 60 (years)","SEAR","South-East Asia","IND",18.11,19.54,18.82
"608","India",2019,"Life expectancy at birth (years)","SEAR","South-East Asia","IND",69.52,72.17,70.79
"609","Indonesia",2000,"Life expectancy at age 60 (years)","SEAR","South-East Asia","IDN",16.84,18.18,17.56
"610","Indonesia",2000,"Life expectancy at birth (years)","SEAR","South-East Asia","IDN",65.77,68.55,67.17
"611","Indonesia",2010,"Life expectancy at age 60 (years)","SEAR","South-East Asia","IDN",16.44,18.4,17.46
"612","Indonesia",2010,"Life expectancy at birth (years)","SEAR","South-East Asia","IDN",67.53,71.03,69.26
"613","Indonesia",2015,"Life expectancy at age 60 (years)","SEAR","South-East Asia","IDN",16.54,18.75,17.67
"614","Indonesia",2015,"Life expectancy at birth (years)","SEAR","South-East Asia","IDN",68.77,72.5,70.61
"615","Indonesia",2019,"Life expectancy at age 60 (years)","SEAR","South-East Asia","IDN",16.73,19.13,17.94
"616","Indonesia",2019,"Life expectancy at birth (years)","SEAR","South-East Asia","IDN",69.4,73.3,71.31
"617","Iran (Islamic Republic of)",2000,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","IRN",18.98,20.54,19.7
"618","Iran (Islamic Republic of)",2000,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","IRN",70.73,74.61,72.56
"619","Iran (Islamic Republic of)",2010,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","IRN",20.59,22.29,21.4
"620","Iran (Islamic Republic of)",2010,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","IRN",73.87,78.01,75.86
"621","Iran (Islamic Republic of)",2015,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","IRN",20.91,22.3,21.56
"622","Iran (Islamic Republic of)",2015,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","IRN",74.96,78.52,76.66
"623","Iran (Islamic Republic of)",2019,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","IRN",21.18,22.48,21.82
"624","Iran (Islamic Republic of)",2019,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","IRN",75.69,79.09,77.35
"625","Iraq",2000,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","IRQ",17.01,19.57,18.3
"626","Iraq",2000,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","IRQ",66.43,71.25,68.77
"627","Iraq",2010,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","IRQ",17.55,20.02,18.82
"628","Iraq",2010,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","IRQ",67.76,72.79,70.24
"629","Iraq",2015,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","IRQ",17.89,20.49,19.24
"630","Iraq",2015,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","IRQ",67.32,73.41,70.29
"631","Iraq",2019,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","IRQ",17.62,20.66,19.18
"632","Iraq",2019,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","IRQ",69.93,74.97,72.42
"633","Ireland",2000,"Life expectancy at age 60 (years)","EUR","Europe","IRL",18.34,21.93,20.19
"634","Ireland",2000,"Life expectancy at birth (years)","EUR","Europe","IRL",73.84,79.02,76.41
"635","Ireland",2010,"Life expectancy at age 60 (years)","EUR","Europe","IRL",21.68,24.57,23.18
"636","Ireland",2010,"Life expectancy at birth (years)","EUR","Europe","IRL",78.33,82.44,80.41
"637","Ireland",2015,"Life expectancy at age 60 (years)","EUR","Europe","IRL",22.31,24.94,23.66
"638","Ireland",2015,"Life expectancy at birth (years)","EUR","Europe","IRL",79.33,82.93,81.14
"639","Ireland",2019,"Life expectancy at age 60 (years)","EUR","Europe","IRL",23.01,25.33,24.19
"640","Ireland",2019,"Life expectancy at birth (years)","EUR","Europe","IRL",80.2,83.48,81.84
"641","Israel",2000,"Life expectancy at age 60 (years)","EUR","Europe","ISR",20.57,23.13,21.95
"642","Israel",2000,"Life expectancy at birth (years)","EUR","Europe","ISR",76.36,80.66,78.57
"643","Israel",2010,"Life expectancy at age 60 (years)","EUR","Europe","ISR",22.8,25.31,24.15
"644","Israel",2010,"Life expectancy at birth (years)","EUR","Europe","ISR",79.62,83.34,81.56
"645","Israel",2015,"Life expectancy at age 60 (years)","EUR","Europe","ISR",22.87,25.59,24.31
"646","Israel",2015,"Life expectancy at birth (years)","EUR","Europe","ISR",79.96,83.79,81.93
"647","Israel",2019,"Life expectancy at age 60 (years)","EUR","Europe","ISR",23.62,26.03,24.9
"648","Israel",2019,"Life expectancy at birth (years)","EUR","Europe","ISR",80.79,84.36,82.62
"649","Italy",2000,"Life expectancy at age 60 (years)","EUR","Europe","ITA",20.28,24.47,22.54
"650","Italy",2000,"Life expectancy at birth (years)","EUR","Europe","ITA",76.41,82.15,79.36
"651","Italy",2010,"Life expectancy at age 60 (years)","EUR","Europe","ITA",22.36,26.1,24.37
"652","Italy",2010,"Life expectancy at birth (years)","EUR","Europe","ITA",79.37,84.22,81.9
"653","Italy",2015,"Life expectancy at age 60 (years)","EUR","Europe","ITA",22.75,26.01,24.48
"654","Italy",2015,"Life expectancy at birth (years)","EUR","Europe","ITA",80,84.26,82.21
"655","Italy",2019,"Life expectancy at age 60 (years)","EUR","Europe","ITA",23.36,26.53,25.04
"656","Italy",2019,"Life expectancy at birth (years)","EUR","Europe","ITA",80.91,84.9,82.97
"657","Jamaica",2000,"Life expectancy at age 60 (years)","AMR","Americas","JAM",19.72,22.28,20.99
"658","Jamaica",2000,"Life expectancy at birth (years)","AMR","Americas","JAM",72.05,76.5,74.22
"659","Jamaica",2010,"Life expectancy at age 60 (years)","AMR","Americas","JAM",19.65,23.79,21.63
"660","Jamaica",2010,"Life expectancy at birth (years)","AMR","Americas","JAM",73.27,78.51,75.77
"661","Jamaica",2015,"Life expectancy at age 60 (years)","AMR","Americas","JAM",19.87,22.95,21.36
"662","Jamaica",2015,"Life expectancy at birth (years)","AMR","Americas","JAM",74.1,77.71,75.85
"663","Jamaica",2019,"Life expectancy at age 60 (years)","AMR","Americas","JAM",20.07,22.63,21.32
"664","Jamaica",2019,"Life expectancy at birth (years)","AMR","Americas","JAM",74.36,77.68,75.98
"665","Japan",2000,"Life expectancy at age 60 (years)","WPR","Western Pacific","JPN",21.32,26.59,24.15
"666","Japan",2000,"Life expectancy at birth (years)","WPR","Western Pacific","JPN",77.69,84.37,81.12
"667","Japan",2010,"Life expectancy at age 60 (years)","WPR","Western Pacific","JPN",22.56,27.69,25.27
"668","Japan",2010,"Life expectancy at birth (years)","WPR","Western Pacific","JPN",79.46,85.77,82.68
"669","Japan",2015,"Life expectancy at age 60 (years)","WPR","Western Pacific","JPN",23.37,28.12,25.86
"670","Japan",2015,"Life expectancy at birth (years)","WPR","Western Pacific","JPN",80.7,86.41,83.62
"671","Japan",2019,"Life expectancy at age 60 (years)","WPR","Western Pacific","JPN",23.95,28.56,26.35
"672","Japan",2019,"Life expectancy at birth (years)","WPR","Western Pacific","JPN",81.49,86.94,84.26
"673","Jordan",2000,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","JOR",19.54,17.95,18.61
"674","Jordan",2000,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","JOR",73.06,72.48,72.65
"675","Jordan",2010,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","JOR",20.53,21.44,20.99
"676","Jordan",2010,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","JOR",75.59,77.62,76.59
"677","Jordan",2015,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","JOR",21.51,22.1,21.79
"678","Jordan",2015,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","JOR",76.95,78.77,77.82
"679","Jordan",2019,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","JOR",21.56,22.07,21.81
"680","Jordan",2019,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","JOR",77.02,78.78,77.87
"681","Kazakhstan",2000,"Life expectancy at age 60 (years)","EUR","Europe","KAZ",12.34,17.76,15.31
"682","Kazakhstan",2000,"Life expectancy at birth (years)","EUR","Europe","KAZ",57.58,69.15,63.15
"683","Kazakhstan",2010,"Life expectancy at age 60 (years)","EUR","Europe","KAZ",14.58,19.19,17.16
"684","Kazakhstan",2010,"Life expectancy at birth (years)","EUR","Europe","KAZ",63.58,73.39,68.43
"685","Kazakhstan",2015,"Life expectancy at age 60 (years)","EUR","Europe","KAZ",15.91,20.62,18.59
"686","Kazakhstan",2015,"Life expectancy at birth (years)","EUR","Europe","KAZ",67.43,76.22,71.91
"687","Kazakhstan",2019,"Life expectancy at age 60 (years)","EUR","Europe","KAZ",16.84,21.44,19.46
"688","Kazakhstan",2019,"Life expectancy at birth (years)","EUR","Europe","KAZ",69.98,77.61,73.95
"689","Kenya",2000,"Life expectancy at age 60 (years)","AFR","Africa","KEN",14.52,18.1,16.33
"690","Kenya",2000,"Life expectancy at birth (years)","AFR","Africa","KEN",52.85,54.91,53.87
"691","Kenya",2010,"Life expectancy at age 60 (years)","AFR","Africa","KEN",14.87,18.48,16.79
"692","Kenya",2010,"Life expectancy at birth (years)","AFR","Africa","KEN",59.23,63.07,61.18
"693","Kenya",2015,"Life expectancy at age 60 (years)","AFR","Africa","KEN",15.59,18.82,17.32
"694","Kenya",2015,"Life expectancy at birth (years)","AFR","Africa","KEN",61.71,66.62,64.17
"695","Kenya",2019,"Life expectancy at age 60 (years)","AFR","Africa","KEN",15.99,19.09,17.64
"696","Kenya",2019,"Life expectancy at birth (years)","AFR","Africa","KEN",63.7,68.44,66.09
"697","Kiribati",2000,"Life expectancy at age 60 (years)","WPR","Western Pacific","KIR",11.28,13.65,12.56
"698","Kiribati",2000,"Life expectancy at birth (years)","WPR","Western Pacific","KIR",52.31,59.4,55.73
"699","Kiribati",2010,"Life expectancy at age 60 (years)","WPR","Western Pacific","KIR",12.03,14.15,13.18
"700","Kiribati",2010,"Life expectancy at birth (years)","WPR","Western Pacific","KIR",54.75,61.39,58.01
"701","Kiribati",2015,"Life expectancy at age 60 (years)","WPR","Western Pacific","KIR",12.3,14.39,13.47
"702","Kiribati",2015,"Life expectancy at birth (years)","WPR","Western Pacific","KIR",55.13,61.37,58.2
"703","Kiribati",2019,"Life expectancy at age 60 (years)","WPR","Western Pacific","KIR",12.5,14.64,13.69
"704","Kiribati",2019,"Life expectancy at birth (years)","WPR","Western Pacific","KIR",56.14,62.8,59.42
"705","Kuwait",2000,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","KWT",21.24,23.5,22.19
"706","Kuwait",2000,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","KWT",76.36,80.1,77.86
"707","Kuwait",2010,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","KWT",22.67,23.98,23.21
"708","Kuwait",2010,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","KWT",78.76,81.43,79.83
"709","Kuwait",2015,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","KWT",23.16,25.9,24.21
"710","Kuwait",2015,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","KWT",79.46,83.84,81.13
"711","Kuwait",2019,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","KWT",22.82,25.9,23.96
"712","Kuwait",2019,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","KWT",79.25,83.95,80.97
"713","Kyrgyzstan",2000,"Life expectancy at age 60 (years)","EUR","Europe","KGZ",14.86,18.27,16.72
"714","Kyrgyzstan",2000,"Life expectancy at birth (years)","EUR","Europe","KGZ",61.95,70.18,65.95
"715","Kyrgyzstan",2010,"Life expectancy at age 60 (years)","EUR","Europe","KGZ",15.53,19.31,17.56
"716","Kyrgyzstan",2010,"Life expectancy at birth (years)","EUR","Europe","KGZ",65.2,73.29,69.17
"717","Kyrgyzstan",2015,"Life expectancy at age 60 (years)","EUR","Europe","KGZ",16.28,20.24,18.41
"718","Kyrgyzstan",2015,"Life expectancy at birth (years)","EUR","Europe","KGZ",67.92,75.28,71.59
"719","Kyrgyzstan",2019,"Life expectancy at age 60 (years)","EUR","Europe","KGZ",17.78,21.67,20.01
"720","Kyrgyzstan",2019,"Life expectancy at birth (years)","EUR","Europe","KGZ",70.75,77.31,74.18
"721","Lao People's Democratic Republic",2000,"Life expectancy at age 60 (years)","WPR","Western Pacific","LAO",14.04,16.48,15.3
"722","Lao People's Democratic Republic",2000,"Life expectancy at birth (years)","WPR","Western Pacific","LAO",56.28,60.6,58.41
"723","Lao People's Democratic Republic",2010,"Life expectancy at age 60 (years)","WPR","Western Pacific","LAO",15.49,18.13,16.87
"724","Lao People's Democratic Republic",2010,"Life expectancy at birth (years)","WPR","Western Pacific","LAO",62.44,67.38,64.88
"725","Lao People's Democratic Republic",2015,"Life expectancy at age 60 (years)","WPR","Western Pacific","LAO",16.2,18.71,17.5
"726","Lao People's Democratic Republic",2015,"Life expectancy at birth (years)","WPR","Western Pacific","LAO",64.7,69.56,67.08
"727","Lao People's Democratic Republic",2019,"Life expectancy at age 60 (years)","WPR","Western Pacific","LAO",16.35,18.89,17.65
"728","Lao People's Democratic Republic",2019,"Life expectancy at birth (years)","WPR","Western Pacific","LAO",66.19,70.95,68.51
"729","Latvia",2000,"Life expectancy at age 60 (years)","EUR","Europe","LVA",15.06,20.64,18.33
"730","Latvia",2000,"Life expectancy at birth (years)","EUR","Europe","LVA",64.61,75.56,70.18
"731","Latvia",2010,"Life expectancy at age 60 (years)","EUR","Europe","LVA",15.82,21.7,19.24
"732","Latvia",2010,"Life expectancy at birth (years)","EUR","Europe","LVA",67.76,77.78,72.94
"733","Latvia",2015,"Life expectancy at age 60 (years)","EUR","Europe","LVA",17.14,22.65,20.35
"734","Latvia",2015,"Life expectancy at birth (years)","EUR","Europe","LVA",69.93,79.29,74.8
"735","Latvia",2019,"Life expectancy at age 60 (years)","EUR","Europe","LVA",17.25,22.95,20.53
"736","Latvia",2019,"Life expectancy at birth (years)","EUR","Europe","LVA",70.58,79.84,75.38
"737","Lebanon",2000,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","LBN",18.87,20.74,19.84
"738","Lebanon",2000,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","LBN",73.03,76.14,74.61
"739","Lebanon",2010,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","LBN",18.27,21.71,19.9
"740","Lebanon",2010,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","LBN",73.26,78.12,75.53
"741","Lebanon",2015,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","LBN",18.29,22.09,20.13
"742","Lebanon",2015,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","LBN",73.47,78.82,75.98
"743","Lebanon",2019,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","LBN",18.76,22.4,20.53
"744","Lebanon",2019,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","LBN",74.03,79.15,76.44
"745","Lesotho",2000,"Life expectancy at age 60 (years)","AFR","Africa","LSO",10.99,16.65,13.95
"746","Lesotho",2000,"Life expectancy at birth (years)","AFR","Africa","LSO",45.53,50.68,47.82
"747","Lesotho",2010,"Life expectancy at age 60 (years)","AFR","Africa","LSO",10.57,14.7,12.77
"748","Lesotho",2010,"Life expectancy at birth (years)","AFR","Africa","LSO",44.5,50.69,47.38
"749","Lesotho",2015,"Life expectancy at age 60 (years)","AFR","Africa","LSO",10.67,14.42,12.7
"750","Lesotho",2015,"Life expectancy at birth (years)","AFR","Africa","LSO",45.07,50.58,47.67
"751","Lesotho",2019,"Life expectancy at age 60 (years)","AFR","Africa","LSO",11.22,15.24,13.43
"752","Lesotho",2019,"Life expectancy at birth (years)","AFR","Africa","LSO",47.66,54.24,50.75
"753","Liberia",2000,"Life expectancy at age 60 (years)","AFR","Africa","LBR",15.33,16.25,15.79
"754","Liberia",2000,"Life expectancy at birth (years)","AFR","Africa","LBR",52.89,54.67,53.77
"755","Liberia",2010,"Life expectancy at age 60 (years)","AFR","Africa","LBR",16.34,17.03,16.71
"756","Liberia",2010,"Life expectancy at birth (years)","AFR","Africa","LBR",60.07,61.32,60.7
"757","Liberia",2015,"Life expectancy at age 60 (years)","AFR","Africa","LBR",16.8,17.28,17.06
"758","Liberia",2015,"Life expectancy at birth (years)","AFR","Africa","LBR",60.65,61.68,61.17
"759","Liberia",2019,"Life expectancy at age 60 (years)","AFR","Africa","LBR",17.43,18.02,17.75
"760","Liberia",2019,"Life expectancy at birth (years)","AFR","Africa","LBR",63.15,65,64.08
"761","Libya",2000,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","LBY",20.01,22,20.99
"762","Libya",2000,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","LBY",72.7,76.28,74.4
"763","Libya",2010,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","LBY",20.98,22.01,21.52
"764","Libya",2010,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","LBY",74.79,77.3,76.04
"765","Libya",2015,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","LBY",20.7,21.91,21.34
"766","Libya",2015,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","LBY",72.39,76.9,74.6
"767","Libya",2019,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","LBY",20.55,21.89,21.26
"768","Libya",2019,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","LBY",74.21,77.34,75.78
"769","Lithuania",2000,"Life expectancy at age 60 (years)","EUR","Europe","LTU",16.45,21.66,19.46
"770","Lithuania",2000,"Life expectancy at birth (years)","EUR","Europe","LTU",66.68,77.23,72.04
"771","Lithuania",2010,"Life expectancy at age 60 (years)","EUR","Europe","LTU",16.37,22.49,19.87
"772","Lithuania",2010,"Life expectancy at birth (years)","EUR","Europe","LTU",67.49,78.67,73.14
"773","Lithuania",2015,"Life expectancy at age 60 (years)","EUR","Europe","LTU",16.89,22.95,20.32
"774","Lithuania",2015,"Life expectancy at birth (years)","EUR","Europe","LTU",69.09,79.47,74.38
"775","Lithuania",2019,"Life expectancy at age 60 (years)","EUR","Europe","LTU",17.58,23.46,20.93
"776","Lithuania",2019,"Life expectancy at birth (years)","EUR","Europe","LTU",71.23,80.43,75.99
"777","Luxembourg",2000,"Life expectancy at age 60 (years)","EUR","Europe","LUX",19.38,23.72,21.77
"778","Luxembourg",2000,"Life expectancy at birth (years)","EUR","Europe","LUX",75.15,81.11,78.24
"779","Luxembourg",2010,"Life expectancy at age 60 (years)","EUR","Europe","LUX",21.64,25.15,23.54
"780","Luxembourg",2010,"Life expectancy at birth (years)","EUR","Europe","LUX",78.61,83.1,80.94
"781","Luxembourg",2015,"Life expectancy at age 60 (years)","EUR","Europe","LUX",22.81,25.91,24.44
"782","Luxembourg",2015,"Life expectancy at birth (years)","EUR","Europe","LUX",80.26,84.29,82.31
"783","Luxembourg",2019,"Life expectancy at age 60 (years)","EUR","Europe","LUX",22.91,25.81,24.4
"784","Luxembourg",2019,"Life expectancy at birth (years)","EUR","Europe","LUX",80.62,84.2,82.41
"785","Madagascar",2000,"Life expectancy at age 60 (years)","AFR","Africa","MDG",14.6,16.22,15.38
"786","Madagascar",2000,"Life expectancy at birth (years)","AFR","Africa","MDG",57.54,60.18,58.82
"787","Madagascar",2010,"Life expectancy at age 60 (years)","AFR","Africa","MDG",15.33,16.89,16.12
"788","Madagascar",2010,"Life expectancy at birth (years)","AFR","Africa","MDG",61.43,64.17,62.79
"789","Madagascar",2015,"Life expectancy at age 60 (years)","AFR","Africa","MDG",15.8,17.16,16.5
"790","Madagascar",2015,"Life expectancy at birth (years)","AFR","Africa","MDG",62.87,65.5,64.19
"791","Madagascar",2019,"Life expectancy at age 60 (years)","AFR","Africa","MDG",16.15,17.33,16.76
"792","Madagascar",2019,"Life expectancy at birth (years)","AFR","Africa","MDG",64.1,66.6,65.35
"793","Malawi",2000,"Life expectancy at age 60 (years)","AFR","Africa","MWI",12.23,15.76,13.96
"794","Malawi",2000,"Life expectancy at birth (years)","AFR","Africa","MWI",43.96,45.59,44.73
"795","Malawi",2010,"Life expectancy at age 60 (years)","AFR","Africa","MWI",13.75,18.03,16.01
"796","Malawi",2010,"Life expectancy at birth (years)","AFR","Africa","MWI",54.38,59.24,56.8
"797","Malawi",2015,"Life expectancy at age 60 (years)","AFR","Africa","MWI",14.63,18.81,16.87
"798","Malawi",2015,"Life expectancy at birth (years)","AFR","Africa","MWI",59.67,66.47,63.04
"799","Malawi",2019,"Life expectancy at age 60 (years)","AFR","Africa","MWI",15.13,19.03,17.24
