"","Country","Year","Indicator","RCode","Region","CCode","Male","Female","Both_Sexes"
"265","Chile",2000,"Life expectancy at age 60 (years)","AMR","Americas","CHL",19.25,23.09,21.32
"266","Chile",2000,"Life expectancy at birth (years)","AMR","Americas","CHL",73.64,79.77,76.77
"267","Chile",2010,"Life expectancy at age 60 (years)","AMR","Americas","CHL",20.4,24.22,22.45
"268","Chile",2010,"Life expectancy at birth (years)","AMR","Americas","CHL",75.48,81.3,78.46
"269","Chile",2015,"Life expectancy at age 60 (years)","AMR","Americas","CHL",21.6,25.35,23.61
"270","Chile",2015,"Life expectancy at birth (years)","AMR","Americas","CHL",76.98,82.51,79.82
"271","Chile",2019,"Life expectancy at age 60 (years)","AMR","Americas","CHL",22.41,25.88,24.27
"272","Chile",2019,"Life expectancy at birth (years)","AMR","Americas","CHL",78.09,83.25,80.74
"273","China",2000,"Life expectancy at age 60 (years)","WPR","Western Pacific","CHN",16.92,20.09,18.43
"274","China",2000,"Life expectancy at birth (years)","WPR","Western Pacific","CHN",69.34,74.15,71.58
"275","China",2010,"Life expectancy at age 60 (years)","WPR","Western Pacific","CHN",17.86,21.52,19.58
"276","China",2010,"Life expectancy at birth (years)","WPR","Western Pacific","CHN",72.26,77.94,74.89
"277","China",2015,"Life expectancy at age 60 (years)","WPR","Western Pacific","CHN",18.65,22.74,20.58
"278","China",2015,"Life expectancy at birth (years)","WPR","Western Pacific","CHN",73.85,79.87,76.64
"279","China",2019,"Life expectancy at age 60 (years)","WPR","Western Pacific","CHN",19.19,23.08,21.06
"280","China",2019,"Life expectancy at birth (years)","WPR","Western Pacific","CHN",74.73,80.49,77.43
"281","Colombia",2000,"Life expectancy at age 60 (years)","AMR","Americas","COL",20.29,23.06,21.74
"282","Colombia",2000,"Life expectancy at birth (years)","AMR","Americas","COL",69.71,77.85,73.75
"283","Colombia",2010,"Life expectancy at age 60 (years)","AMR","Americas","COL",21.64,24.27,23.03
"284","Colombia",2010,"Life expectancy at birth (years)","AMR","Americas","COL",74,80.15,77.09
"285","Colombia",2015,"Life expectancy at age 60 (years)","AMR","Americas","COL",22,24.68,23.42
"286","Colombia",2015,"Life expectancy at birth (years)","AMR","Americas","COL",75.63,81.01,78.35
"287","Colombia",2019,"Life expectancy at age 60 (years)","AMR","Americas","COL",22.48,25.27,23.96
"288","Colombia",2019,"Life expectancy at birth (years)","AMR","Americas","COL",76.69,81.87,79.31
"289","Comoros",2000,"Life expectancy at age 60 (years)","AFR","Africa","COM",15.56,17.03,16.34
"290","Comoros",2000,"Life expectancy at birth (years)","AFR","Africa","COM",60.15,62.86,61.51
"291","Comoros",2010,"Life expectancy at age 60 (years)","AFR","Africa","COM",16.92,18.21,17.6
"292","Comoros",2010,"Life expectancy at birth (years)","AFR","Africa","COM",63.6,66.35,64.98
"293","Comoros",2015,"Life expectancy at age 60 (years)","AFR","Africa","COM",17.22,18.54,17.92
"294","Comoros",2015,"Life expectancy at birth (years)","AFR","Africa","COM",65.07,67.84,66.45
"295","Comoros",2019,"Life expectancy at age 60 (years)","AFR","Africa","COM",17.44,18.75,18.13
"296","Comoros",2019,"Life expectancy at birth (years)","AFR","Africa","COM",65.92,68.88,67.39
"297","Congo",2000,"Life expectancy at age 60 (years)","AFR","Africa","COG",12.78,14.73,13.87
"298","Congo",2000,"Life expectancy at birth (years)","AFR","Africa","COG",51.54,52.58,52.12
"299","Congo",2010,"Life expectancy at age 60 (years)","AFR","Africa","COG",15.16,16.05,15.67
"300","Congo",2010,"Life expectancy at birth (years)","AFR","Africa","COG",60.99,60.85,60.95
"301","Congo",2015,"Life expectancy at age 60 (years)","AFR","Africa","COG",15.51,16.6,16.11
"302","Congo",2015,"Life expectancy at birth (years)","AFR","Africa","COG",62.56,63.59,63.11
"303","Congo",2019,"Life expectancy at age 60 (years)","AFR","Africa","COG",15.71,17.07,16.45
"304","Congo",2019,"Life expectancy at birth (years)","AFR","Africa","COG",63.81,65.61,64.74
"305","Costa Rica",2000,"Life expectancy at age 60 (years)","AMR","Americas","CRI",20.78,23.96,22.38
"306","Costa Rica",2000,"Life expectancy at birth (years)","AMR","Americas","CRI",75.47,80.63,78
"307","Costa Rica",2010,"Life expectancy at age 60 (years)","AMR","Americas","CRI",22.49,25.4,23.97
"308","Costa Rica",2010,"Life expectancy at birth (years)","AMR","Americas","CRI",76.98,82.22,79.56
"309","Costa Rica",2015,"Life expectancy at age 60 (years)","AMR","Americas","CRI",23.32,26.36,24.87
"310","Costa Rica",2015,"Life expectancy at birth (years)","AMR","Americas","CRI",78.16,83.47,80.78
"311","Costa Rica",2019,"Life expectancy at age 60 (years)","AMR","Americas","CRI",23.58,26.4,25.03
"312","Costa Rica",2019,"Life expectancy at birth (years)","AMR","Americas","CRI",78.31,83.44,80.85
"313","Côte d’Ivoire",2000,"Life expectancy at age 60 (years)","AFR","Africa","CIV",12.91,16.81,14.5
"314","Côte d’Ivoire",2000,"Life expectancy at birth (years)","AFR","Africa","CIV",48.94,52.31,50.33
"315","Côte d’Ivoire",2010,"Life expectancy at age 60 (years)","AFR","Africa","CIV",14.26,17.52,15.65
"316","Côte d’Ivoire",2010,"Life expectancy at birth (years)","AFR","Africa","CIV",54.81,58.94,56.62
"317","Côte d’Ivoire",2015,"Life expectancy at age 60 (years)","AFR","Africa","CIV",15.07,18.14,16.39
"318","Côte d’Ivoire",2015,"Life expectancy at birth (years)","AFR","Africa","CIV",57.98,62.96,60.2
"319","Côte d’Ivoire",2019,"Life expectancy at age 60 (years)","AFR","Africa","CIV",15.84,18.69,17.08
"320","Côte d’Ivoire",2019,"Life expectancy at birth (years)","AFR","Africa","CIV",60.53,65.81,62.92
"321","Croatia",2000,"Life expectancy at age 60 (years)","EUR","Europe","HRV",16.69,20.91,19.02
"322","Croatia",2000,"Life expectancy at birth (years)","EUR","Europe","HRV",70.74,77.88,74.36
"323","Croatia",2010,"Life expectancy at age 60 (years)","EUR","Europe","HRV",18.09,22.39,20.42
"324","Croatia",2010,"Life expectancy at birth (years)","EUR","Europe","HRV",73.41,79.91,76.72
"325","Croatia",2015,"Life expectancy at age 60 (years)","EUR","Europe","HRV",18.59,23.16,21.05
"326","Croatia",2015,"Life expectancy at birth (years)","EUR","Europe","HRV",74.3,80.73,77.58
"327","Croatia",2019,"Life expectancy at age 60 (years)","EUR","Europe","HRV",19.44,23.75,21.76
"328","Croatia",2019,"Life expectancy at birth (years)","EUR","Europe","HRV",75.54,81.6,78.64
"329","Cuba",2000,"Life expectancy at age 60 (years)","AMR","Americas","CUB",20.23,22.98,21.6
"330","Cuba",2000,"Life expectancy at birth (years)","AMR","Americas","CUB",74.59,79.04,76.76
"331","Cuba",2010,"Life expectancy at age 60 (years)","AMR","Americas","CUB",20.14,22.91,21.53
"332","Cuba",2010,"Life expectancy at birth (years)","AMR","Americas","CUB",75.55,79.82,77.65
"333","Cuba",2015,"Life expectancy at age 60 (years)","AMR","Americas","CUB",20.34,23.24,21.81
"334","Cuba",2015,"Life expectancy at birth (years)","AMR","Americas","CUB",75.7,80.19,77.91
"335","Cuba",2019,"Life expectancy at age 60 (years)","AMR","Americas","CUB",19.98,23.18,21.59
"336","Cuba",2019,"Life expectancy at birth (years)","AMR","Americas","CUB",75.37,80.25,77.76
"337","Cyprus",2000,"Life expectancy at age 60 (years)","EUR","Europe","CYP",20.37,23.24,21.86
"338","Cyprus",2000,"Life expectancy at birth (years)","EUR","Europe","CYP",76.53,80.99,78.75
"339","Cyprus",2010,"Life expectancy at age 60 (years)","EUR","Europe","CYP",22.16,24.83,23.54
"340","Cyprus",2010,"Life expectancy at birth (years)","EUR","Europe","CYP",78.93,83.1,81.02
"341","Cyprus",2015,"Life expectancy at age 60 (years)","EUR","Europe","CYP",22.61,25.64,24.17
"342","Cyprus",2015,"Life expectancy at birth (years)","EUR","Europe","CYP",79.89,84.12,82.01
"343","Cyprus",2019,"Life expectancy at age 60 (years)","EUR","Europe","CYP",23.31,26.43,24.92
"344","Cyprus",2019,"Life expectancy at birth (years)","EUR","Europe","CYP",81.12,85.12,83.14
"345","Czechia",2000,"Life expectancy at age 60 (years)","EUR","Europe","CZE",17.03,21.26,19.34
"346","Czechia",2000,"Life expectancy at birth (years)","EUR","Europe","CZE",71.53,78.29,74.95
"347","Czechia",2010,"Life expectancy at age 60 (years)","EUR","Europe","CZE",18.77,22.95,21.01
"348","Czechia",2010,"Life expectancy at birth (years)","EUR","Europe","CZE",74.41,80.65,77.56
"349","Czechia",2015,"Life expectancy at age 60 (years)","EUR","Europe","CZE",19.34,23.4,21.5
"350","Czechia",2015,"Life expectancy at birth (years)","EUR","Europe","CZE",75.57,81.3,78.46
"351","Czechia",2019,"Life expectancy at age 60 (years)","EUR","Europe","CZE",19.93,24,22.07
"352","Czechia",2019,"Life expectancy at birth (years)","EUR","Europe","CZE",76.3,81.93,79.13
"353","Democratic People's Republic of Korea",2000,"Life expectancy at age 60 (years)","SEAR","South-East Asia","PRK",13.53,16.77,15.52
"354","Democratic People's Republic of Korea",2000,"Life expectancy at birth (years)","SEAR","South-East Asia","PRK",60.79,66.84,63.95
"355","Democratic People's Republic of Korea",2010,"Life expectancy at age 60 (years)","SEAR","South-East Asia","PRK",15.8,19.47,17.99
"356","Democratic People's Republic of Korea",2010,"Life expectancy at birth (years)","SEAR","South-East Asia","PRK",66.93,73.09,70.18
"357","Democratic People's Republic of Korea",2015,"Life expectancy at age 60 (years)","SEAR","South-East Asia","PRK",16.31,20.23,18.61
"358","Democratic People's Republic of Korea",2015,"Life expectancy at birth (years)","SEAR","South-East Asia","PRK",68.42,74.78,71.76
"359","Democratic People's Republic of Korea",2019,"Life expectancy at age 60 (years)","SEAR","South-East Asia","PRK",16.8,20.77,19.1
"360","Democratic People's Republic of Korea",2019,"Life expectancy at birth (years)","SEAR","South-East Asia","PRK",69.29,75.69,72.63
"361","Democratic Republic of the Congo",2000,"Life expectancy at age 60 (years)","AFR","Africa","COD",13.28,16.38,14.88
"362","Democratic Republic of the Congo",2000,"Life expectancy at birth (years)","AFR","Africa","COD",50.46,54.49,52.44
"363","Democratic Republic of the Congo",2010,"Life expectancy at age 60 (years)","AFR","Africa","COD",14.14,16.77,15.49
"364","Democratic Republic of the Congo",2010,"Life expectancy at birth (years)","AFR","Africa","COD",55.65,59.42,57.51
"365","Democratic Republic of the Congo",2015,"Life expectancy at age 60 (years)","AFR","Africa","COD",14.93,17.52,16.25
"366","Democratic Republic of the Congo",2015,"Life expectancy at birth (years)","AFR","Africa","COD",58.25,62.73,60.44
"367","Democratic Republic of the Congo",2019,"Life expectancy at age 60 (years)","AFR","Africa","COD",15.35,17.88,16.63
"368","Democratic Republic of the Congo",2019,"Life expectancy at birth (years)","AFR","Africa","COD",60,64.82,62.35
"369","Denmark",2000,"Life expectancy at age 60 (years)","EUR","Europe","DNK",18.97,22.08,20.63
"370","Denmark",2000,"Life expectancy at birth (years)","EUR","Europe","DNK",74.66,79.13,76.93
"371","Denmark",2010,"Life expectancy at age 60 (years)","EUR","Europe","DNK",20.76,23.5,22.19
"372","Denmark",2010,"Life expectancy at birth (years)","EUR","Europe","DNK",77.2,81.1,79.17
"373","Denmark",2015,"Life expectancy at age 60 (years)","EUR","Europe","DNK",21.78,24.45,23.16
"374","Denmark",2015,"Life expectancy at birth (years)","EUR","Europe","DNK",78.8,82.35,80.59
"375","Denmark",2019,"Life expectancy at age 60 (years)","EUR","Europe","DNK",22.26,24.85,23.59
"376","Denmark",2019,"Life expectancy at birth (years)","EUR","Europe","DNK",79.59,83.02,81.32
"377","Djibouti",2000,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","DJI",14.92,17.68,16.29
"378","Djibouti",2000,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","DJI",57.87,61.96,59.84
"379","Djibouti",2010,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","DJI",15.81,18.42,17.06
"380","Djibouti",2010,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","DJI",60.63,63.26,61.87
"381","Djibouti",2015,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","DJI",16.31,18.73,17.48
"382","Djibouti",2015,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","DJI",62.84,66.62,64.64
"383","Djibouti",2019,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","DJI",16.63,18.96,17.76
"384","Djibouti",2019,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","DJI",64.1,67.78,65.81
"385","Dominican Republic",2000,"Life expectancy at age 60 (years)","AMR","Americas","DOM",20.74,24.38,22.42
"386","Dominican Republic",2000,"Life expectancy at birth (years)","AMR","Americas","DOM",70.22,76.66,73.22
"387","Dominican Republic",2010,"Life expectancy at age 60 (years)","AMR","Americas","DOM",19.98,22.85,21.38
"388","Dominican Republic",2010,"Life expectancy at birth (years)","AMR","Americas","DOM",70.43,76.14,73.17
"389","Dominican Republic",2015,"Life expectancy at age 60 (years)","AMR","Americas","DOM",18.55,22.02,20.24
"390","Dominican Republic",2015,"Life expectancy at birth (years)","AMR","Americas","DOM",68.62,75.2,71.75
"391","Dominican Republic",2019,"Life expectancy at age 60 (years)","AMR","Americas","DOM",18.99,22.36,20.65
"392","Dominican Republic",2019,"Life expectancy at birth (years)","AMR","Americas","DOM",69.76,76.19,72.84
"393","Ecuador",2000,"Life expectancy at age 60 (years)","AMR","Americas","ECU",20.75,23.09,21.94
"394","Ecuador",2000,"Life expectancy at birth (years)","AMR","Americas","ECU",71.91,77.27,74.53
"395","Ecuador",2010,"Life expectancy at age 60 (years)","AMR","Americas","ECU",20.44,22.77,21.62
"396","Ecuador",2010,"Life expectancy at birth (years)","AMR","Americas","ECU",72.31,77.86,75.02
"397","Ecuador",2015,"Life expectancy at age 60 (years)","AMR","Americas","ECU",21.4,23.61,22.53
"398","Ecuador",2015,"Life expectancy at birth (years)","AMR","Americas","ECU",74.92,79.5,77.18
"399","Ecuador",2019,"Life expectancy at age 60 (years)","AMR","Americas","ECU",22.04,24.31,23.2
"400","Ecuador",2019,"Life expectancy at birth (years)","AMR","Americas","ECU",76.41,80.5,78.45
"401","Egypt",2000,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","EGY",16.77,19.99,18.46
"402","Egypt",2000,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","EGY",67.29,72.42,69.82
"403","Egypt",2010,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","EGY",16.31,19.07,17.75
"404","Egypt",2010,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","EGY",67.82,72.69,70.2
"405","Egypt",2015,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","EGY",15.73,18.26,17.03
"406","Egypt",2015,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","EGY",68.22,72.89,70.49
"407","Egypt",2019,"Life expectancy at age 60 (years)","EMR","Eastern Mediterranean","EGY",16.49,19.11,17.83
"408","Egypt",2019,"Life expectancy at birth (years)","EMR","Eastern Mediterranean","EGY",69.59,74.14,71.82
"409","El Salvador",2000,"Life expectancy at age 60 (years)","AMR","Americas","SLV",20.18,22.58,21.44
"410","El Salvador",2000,"Life expectancy at birth (years)","AMR","Americas","SLV",68.39,76.48,72.5
"411","El Salvador",2010,"Life expectancy at age 60 (years)","AMR","Americas","SLV",21.04,22.96,22.08
"412","El Salvador",2010,"Life expectancy at birth (years)","AMR","Americas","SLV",70.62,78.04,74.5
"413","El Salvador",2015,"Life expectancy at age 60 (years)","AMR","Americas","SLV",20.43,22.85,21.76
"414","El Salvador",2015,"Life expectancy at birth (years)","AMR","Americas","SLV",68.12,78.02,73.25
"415","El Salvador",2019,"Life expectancy at age 60 (years)","AMR","Americas","SLV",20.42,23.57,22.12
"416","El Salvador",2019,"Life expectancy at birth (years)","AMR","Americas","SLV",70.58,79.13,75.03
"417","Equatorial Guinea",2000,"Life expectancy at age 60 (years)","AFR","Africa","GNQ",14,17.14,15.49
"418","Equatorial Guinea",2000,"Life expectancy at birth (years)","AFR","Africa","GNQ",52.37,56.49,54.31
"419","Equatorial Guinea",2010,"Life expectancy at age 60 (years)","AFR","Africa","GNQ",16.95,18.28,17.61
"420","Equatorial Guinea",2010,"Life expectancy at birth (years)","AFR","Africa","GNQ",59.75,59.12,59.65
"421","Equatorial Guinea",2015,"Life expectancy at age 60 (years)","AFR","Africa","GNQ",16.8,18.71,17.72
"422","Equatorial Guinea",2015,"Life expectancy at birth (years)","AFR","Africa","GNQ",60.28,61.83,61.13
"423","Equatorial Guinea",2019,"Life expectancy at age 60 (years)","AFR","Africa","GNQ",16.54,18.81,17.64
"424","Equatorial Guinea",2019,"Life expectancy at birth (years)","AFR","Africa","GNQ",60.87,63.58,62.19
"425","Eritrea",2000,"Life expectancy at age 60 (years)","AFR","Africa","ERI",11.7,15.56,13.51
"426","Eritrea",2000,"Life expectancy at birth (years)","AFR","Africa","ERI",51.16,58.48,54.51
"427","Eritrea",2010,"Life expectancy at age 60 (years)","AFR","Africa","ERI",12.9,16.22,14.53
"428","Eritrea",2010,"Life expectancy at birth (years)","AFR","Africa","ERI",57.78,63.97,60.7
"429","Eritrea",2015,"Life expectancy at age 60 (years)","AFR","Africa","ERI",13.58,16.55,15.08
"430","Eritrea",2015,"Life expectancy at birth (years)","AFR","Africa","ERI",59.4,65.45,62.29
"431","Eritrea",2019,"Life expectancy at age 60 (years)","AFR","Africa","ERI",14.13,16.82,15.5
"432","Eritrea",2019,"Life expectancy at birth (years)","AFR","Africa","ERI",61.3,67.07,64.08
"433","Estonia",2000,"Life expectancy at age 60 (years)","EUR","Europe","EST",15.39,20.94,18.61
"434","Estonia",2000,"Life expectancy at birth (years)","EUR","Europe","EST",65.6,76.17,70.94
"435","Estonia",2010,"Life expectancy at age 60 (years)","EUR","Europe","EST",17.34,23.2,20.75
"436","Estonia",2010,"Life expectancy at birth (years)","EUR","Europe","EST",70.86,80.45,75.87
"437","Estonia",2015,"Life expectancy at age 60 (years)","EUR","Europe","EST",18.62,24.32,21.92
"438","Estonia",2015,"Life expectancy at birth (years)","EUR","Europe","EST",73.03,81.71,77.6
"439","Estonia",2019,"Life expectancy at age 60 (years)","EUR","Europe","EST",19.26,24.99,22.53
"440","Estonia",2019,"Life expectancy at birth (years)","EUR","Europe","EST",74.7,82.6,78.88
"441","Eswatini",2000,"Life expectancy at age 60 (years)","AFR","Africa","SWZ",11.18,15.89,13.58
"442","Eswatini",2000,"Life expectancy at birth (years)","AFR","Africa","SWZ",44.81,49.44,47.05
"443","Eswatini",2010,"Life expectancy at age 60 (years)","AFR","Africa","SWZ",10.82,15.66,13.35
"444","Eswatini",2010,"Life expectancy at birth (years)","AFR","Africa","SWZ",44.86,50.76,47.43
"445","Eswatini",2015,"Life expectancy at age 60 (years)","AFR","Africa","SWZ",11.93,17.1,14.65
"446","Eswatini",2015,"Life expectancy at birth (years)","AFR","Africa","SWZ",50.25,58.71,54.05
"447","Eswatini",2019,"Life expectancy at age 60 (years)","AFR","Africa","SWZ",12.41,17.71,15.1
"448","Eswatini",2019,"Life expectancy at birth (years)","AFR","Africa","SWZ",53.36,63.18,57.73
"449","Ethiopia",2000,"Life expectancy at age 60 (years)","AFR","Africa","ETH",13.42,14.91,14.15
"450","Ethiopia",2000,"Life expectancy at birth (years)","AFR","Africa","ETH",49.52,51.7,50.58
"451","Ethiopia",2010,"Life expectancy at age 60 (years)","AFR","Africa","ETH",16.29,18.29,17.28
"452","Ethiopia",2010,"Life expectancy at birth (years)","AFR","Africa","ETH",61.33,64.55,62.92
"453","Ethiopia",2015,"Life expectancy at age 60 (years)","AFR","Africa","ETH",17.04,19.09,18.08
"454","Ethiopia",2015,"Life expectancy at birth (years)","AFR","Africa","ETH",65.04,68.64,66.82
"455","Ethiopia",2019,"Life expectancy at age 60 (years)","AFR","Africa","ETH",17.44,19.4,18.45
"456","Ethiopia",2019,"Life expectancy at birth (years)","AFR","Africa","ETH",66.9,70.52,68.7
"457","Fiji",2000,"Life expectancy at age 60 (years)","WPR","Western Pacific","FJI",13.31,16.25,14.7
"458","Fiji",2000,"Life expectancy at birth (years)","WPR","Western Pacific","FJI",63.69,68.43,65.9
"459","Fiji",2010,"Life expectancy at age 60 (years)","WPR","Western Pacific","FJI",14.77,16.84,15.78
"460","Fiji",2010,"Life expectancy at birth (years)","WPR","Western Pacific","FJI",65.86,69.52,67.6
"461","Fiji",2015,"Life expectancy at age 60 (years)","WPR","Western Pacific","FJI",14.76,17.23,15.99
"462","Fiji",2015,"Life expectancy at birth (years)","WPR","Western Pacific","FJI",65.77,70.08,67.83
"463","Fiji",2019,"Life expectancy at age 60 (years)","WPR","Western Pacific","FJI",14.88,17.49,16.18
"464","Fiji",2019,"Life expectancy at birth (years)","WPR","Western Pacific","FJI",65.93,70.28,68.01
"465","Finland",2000,"Life expectancy at age 60 (years)","EUR","Europe","FIN",19.17,23.56,21.6
"466","Finland",2000,"Life expectancy at birth (years)","EUR","Europe","FIN",74.13,80.91,77.6
"467","Finland",2010,"Life expectancy at age 60 (years)","EUR","Europe","FIN",21.03,25.28,23.29
"468","Finland",2010,"Life expectancy at birth (years)","EUR","Europe","FIN",76.68,83.04,79.88
"469","Finland",2015,"Life expectancy at age 60 (years)","EUR","Europe","FIN",21.95,25.68,23.91
"470","Finland",2015,"Life expectancy at birth (years)","EUR","Europe","FIN",78.53,83.85,81.21
"471","Finland",2019,"Life expectancy at age 60 (years)","EUR","Europe","FIN",22.36,25.81,24.16
"472","Finland",2019,"Life expectancy at birth (years)","EUR","Europe","FIN",79.16,84.04,81.61
"473","France",2000,"Life expectancy at age 60 (years)","EUR","Europe","FRA",20.39,25.29,23.01
"474","France",2000,"Life expectancy at birth (years)","EUR","Europe","FRA",75.24,82.52,78.91
"475","France",2010,"Life expectancy at age 60 (years)","EUR","Europe","FRA",22.35,26.77,24.71
"476","France",2010,"Life expectancy at birth (years)","EUR","Europe","FRA",77.96,84.34,81.22
"477","France",2015,"Life expectancy at age 60 (years)","EUR","Europe","FRA",22.85,26.93,25.01
"478","France",2015,"Life expectancy at birth (years)","EUR","Europe","FRA",78.99,84.72,81.91
"479","France",2019,"Life expectancy at age 60 (years)","EUR","Europe","FRA",23.27,27.21,25.34
"480","France",2019,"Life expectancy at birth (years)","EUR","Europe","FRA",79.76,85.09,82.48
"481","Gabon",2000,"Life expectancy at age 60 (years)","AFR","Africa","GAB",13.41,16.96,15.23
"482","Gabon",2000,"Life expectancy at birth (years)","AFR","Africa","GAB",56.15,60.1,58.1
"483","Gabon",2010,"Life expectancy at age 60 (years)","AFR","Africa","GAB",14.43,18.23,16.36
"484","Gabon",2010,"Life expectancy at birth (years)","AFR","Africa","GAB",60.12,64.25,62.16
"485","Gabon",2015,"Life expectancy at age 60 (years)","AFR","Africa","GAB",14.87,18.98,16.91
"486","Gabon",2015,"Life expectancy at birth (years)","AFR","Africa","GAB",62.11,68.09,64.93
"487","Gabon",2019,"Life expectancy at age 60 (years)","AFR","Africa","GAB",15.15,19.25,17.17
"488","Gabon",2019,"Life expectancy at birth (years)","AFR","Africa","GAB",63.59,69.73,66.47
"489","Gambia",2000,"Life expectancy at age 60 (years)","AFR","Africa","GMB",14.94,17.65,16.21
"490","Gambia",2000,"Life expectancy at birth (years)","AFR","Africa","GMB",57.17,61.63,59.24
"491","Gambia",2010,"Life expectancy at age 60 (years)","AFR","Africa","GMB",15.31,17.74,16.45
"492","Gambia",2010,"Life expectancy at birth (years)","AFR","Africa","GMB",60.59,64.47,62.42
"493","Gambia",2015,"Life expectancy at age 60 (years)","AFR","Africa","GMB",15.57,17.88,16.67
"494","Gambia",2015,"Life expectancy at birth (years)","AFR","Africa","GMB",62.18,66.28,64.14
"495","Gambia",2019,"Life expectancy at age 60 (years)","AFR","Africa","GMB",15.77,18.04,16.85
"496","Gambia",2019,"Life expectancy at birth (years)","AFR","Africa","GMB",63.42,67.65,65.47
"497","Georgia",2000,"Life expectancy at age 60 (years)","EUR","Europe","GEO",15.21,18.45,16.99
"498","Georgia",2000,"Life expectancy at birth (years)","EUR","Europe","GEO",65.58,73.14,69.41
"499","Georgia",2010,"Life expectancy at age 60 (years)","EUR","Europe","GEO",15.93,20.11,18.22
"500","Georgia",2010,"Life expectancy at birth (years)","EUR","Europe","GEO",67.44,76.3,71.87
"501","Georgia",2015,"Life expectancy at age 60 (years)","EUR","Europe","GEO",15.98,20.46,18.43
"502","Georgia",2015,"Life expectancy at birth (years)","EUR","Europe","GEO",68.24,76.93,72.58
"503","Georgia",2019,"Life expectancy at age 60 (years)","EUR","Europe","GEO",16.05,21.02,18.76
"504","Georgia",2019,"Life expectancy at birth (years)","EUR","Europe","GEO",68.79,77.76,73.28
"505","Germany",2000,"Life expectancy at age 60 (years)","EUR","Europe","DEU",19.47,23.57,21.75
"506","Germany",2000,"Life expectancy at birth (years)","EUR","Europe","DEU",75.04,80.92,78.09
"507","Germany",2010,"Life expectancy at age 60 (years)","EUR","Europe","DEU",21.4,24.76,23.15
"508","Germany",2010,"Life expectancy at birth (years)","EUR","Europe","DEU",77.78,82.54,80.17
"509","Germany",2015,"Life expectancy at age 60 (years)","EUR","Europe","DEU",21.46,24.84,23.21
"510","Germany",2015,"Life expectancy at birth (years)","EUR","Europe","DEU",78.12,82.71,80.42
"511","Germany",2019,"Life expectancy at age 60 (years)","EUR","Europe","DEU",21.87,26.87,24.41
"512","Germany",2019,"Life expectancy at birth (years)","EUR","Europe","DEU",78.72,84.77,81.72
"513","Ghana",2000,"Life expectancy at age 60 (years)","AFR","Africa","GHA",14.84,17.25,16.05
"514","Ghana",2000,"Life expectancy at birth (years)","AFR","Africa","GHA",57.75,60.8,59.24
"515","Ghana",2010,"Life expectancy at age 60 (years)","AFR","Africa","GHA",14.55,17.94,16.21
"516","Ghana",2010,"Life expectancy at birth (years)","AFR","Africa","GHA",59.7,64.53,62
"517","Ghana",2015,"Life expectancy at age 60 (years)","AFR","Africa","GHA",15.12,18.56,16.8
"518","Ghana",2015,"Life expectancy at birth (years)","AFR","Africa","GHA",61.97,67.41,64.55
"519","Ghana",2019,"Life expectancy at age 60 (years)","AFR","Africa","GHA",15.66,18.89,17.25
"520","Ghana",2019,"Life expectancy at birth (years)","AFR","Africa","GHA",63.66,69.16,66.28
"521","Greece",2000,"Life expectancy at age 60 (years)","EUR","Europe","GRC",19.89,23.09,21.54
"522","Greece",2000,"Life expectancy at birth (years)","EUR","Europe","GRC",75.51,80.89,78.17
"523","Greece",2010,"Life expectancy at age 60 (years)","EUR","Europe","GRC",21.73,24.85,23.33
"524","Greece",2010,"Life expectancy at birth (years)","EUR","Europe","GRC",77.52,82.71,80.1
"525","Greece",2015,"Life expectancy at age 60 (years)","EUR","Europe","GRC",21.72,25.11,23.46
"526","Greece",2015,"Life expectancy at birth (years)","EUR","Europe","GRC",77.85,82.94,80.38
"527","Greece",2019,"Life expectancy at age 60 (years)","EUR","Europe","GRC",22.07,25.52,23.84
"528","Greece",2019,"Life expectancy at birth (years)","EUR","Europe","GRC",78.64,83.57,81.1
"529","Grenada",2000,"Life expectancy at age 60 (years)","AMR","Americas","GRD",15.12,21,17.86
"530","Grenada",2000,"Life expectancy at birth (years)","AMR","Americas","GRD",68.6,75.95,71.97
"531","Grenada",2010,"Life expectancy at age 60 (years)","AMR","Americas","GRD",15.59,20.48,17.74
"532","Grenada",2010,"Life expectancy at birth (years)","AMR","Americas","GRD",69.2,75.48,71.97
"533","Grenada",2015,"Life expectancy at age 60 (years)","AMR","Americas","GRD",17.34,20.39,18.86
"534","Grenada",2015,"Life expectancy at birth (years)","AMR","Americas","GRD",70.44,75.15,72.7
"535","Grenada",2019,"Life expectancy at age 60 (years)","AMR","Americas","GRD",17.16,20.34,18.73
